date,rating,userName,title,review
2024-01-26 18:17:43-07:00,5,Maddie2300,Phenomenal,"This app is epic , exclusive features and so easy to use . Results are real good as compared to other apps."
2024-01-24 03:35:42-07:00,1,Roniniku,Bait and switch,You sign up…fine. Then after you’ve paid they tell you that there is a daily limit on its use. Refund.
2024-01-21 08:24:47-07:00,5,31 J3F3,Importante,La app es muy buena pero es de paga obligatorio
2024-01-21 05:27:17-07:00,5,Luv2code,I hesitated at first,I hesitated at first because of the price tag. But you know. This is great! I get the photo looking professional in minutes.
2024-01-20 18:29:05-07:00,4,Zarzalejocarlos,Great!!,It’s an excellent app!!
2024-01-17 06:02:55-07:00,1,Jasch21,Not free as advertised,Who is advertised that this app was free. It isn’t.
2024-01-12 11:12:47-07:00,3,MKing_05,Could Be Better,"App is actually good. But if you switch from an IPhone to Android, you lose your money when buying the upgraded features. THAT is BS…"
2024-01-06 10:38:11-07:00,1,Tot2075,DO NOT TAKE THE FREE TRIAL,Took the 7-day free trial with option to be charged for the weekly plan if I didn’t cancel before the 7 days was up. I of course forgot to cancel (it’s how they make their money) and got charged the $9.99 fee for a week. I was bummed but I ate it and canceled the subscription. Now I just got charged AGAIN for a full year subscription even though it confirms my subscription has been canceled! TOTAL SCAM AND RIPOFF THEY WILL JUST SIPHON YOUR $
2024-01-03 19:56:27-07:00,2,Ardzzsssdoz,Disappointed,"I wanted to make my photos look bright the once that were blurred and not have high quality.
As this app has a feature to correct the photos I decided to subscribe for HD AI Enhance features.
When I subscribe it was doing wonders. But right after ONE WEEK Of My Subscription this feature is not working anymore. It keeps on saying “the server is not available this time”
I’m very disappointed.
I need my money to be refunded or the app to work normally. 
I even updated the app and lost all of the features that I have paid for ."
2024-01-01 14:47:39-07:00,3,Jackie soto,Crashing several time,This app works fantastic but when I opted for buying stop to work properly always crashes doesn’t work is impossible make picture please fix this app is good app but works horrible
2024-01-01 09:46:30-07:00,4,Mydogsarethebest,My review states the bad and the good about the app,It is amazing with cute stuff but u have to buy priemoin
2023-12-31 02:29:48-07:00,1,h Dr. ks sjshddn,Waste of Money,"Every part of the game nickels and dimes you, huge waste of money, and over priced for the child like graphics for the AI portion. Definitely not as good as others out there."
2023-12-29 05:06:37-07:00,5,Twisted1031,LWW,Love this app .. It was everything plus some to edit with
2023-12-27 18:00:00-07:00,1,Egné gni noua,Scam,"This app used to be great, now they just became a money grab. Even worse they are lying to people and charging crazy fees. I was on the app and it said “Free 3 days trial, then $5.99 the first month, and $9.99 after the first month”. Not only the free trial didn’t work, they charged me right away $13 (with taxes”). I opened a claim with app store and learned that many people had the same issue."
2023-12-26 19:44:49-07:00,1,Chard0707,Try,"All this try after all these years of it being free and now it says try and after that, makes you have to buy it to use it. I’m probably going to delete this app. It used to be the best app!"
2023-12-26 18:32:19-07:00,3,Lelan D,not free,"good app, advertising says it’s free, but it is not"
2023-12-26 10:06:32-07:00,4,Pata de perico,Ely,E
2023-12-24 19:33:46-07:00,2,only in mn,Not free,I thought it was free!
2023-12-24 18:16:27-07:00,5,☺️🔥🤘🏼,Amazing,Great app!
2023-12-19 15:21:10-07:00,5,Anagabriel977,Love it,Me encanta esta aplicación es lo máximo lo recomiendo
2023-12-19 13:37:03-07:00,1,EB1830,NOT FREE,"Despite promoting that they’re the best free editor app that removes unwanted objects from photos, you have to pay to use the object remover."
2023-12-17 17:23:53-07:00,5,F J 9,Awesome app.,Llo
2023-12-16 14:36:40-07:00,1,Yuliya Gallimore,There is no free trial,"I got charged for a year just for trying the app, the app said there’s a free trial but instead charged me for the year. Beware"
2023-12-15 06:59:27-07:00,1,Ange111154321,Premium Subscription for No access,"While I love the app editing features, its not working properly. I signed up for the 7 day trial and was editing photos for a bit and then when I tried to edit a few hours later, it told me to sign up for free trial. In my subscriptions, you can see I already did, but I no longer have access to the premium features. Imagine had I paid the $39.99 … not cool at all!!"
2023-12-14 11:09:54-07:00,5,soberrabbit89,Amazing,Love this app !!!
2023-12-12 20:08:52-07:00,4,roswade,It’s nice!,It’s nice I love it!
2023-12-12 17:48:41-07:00,5,no sirbio,Muy linda camera,Muy linda Camere
2023-12-07 09:56:26-07:00,5,Jadix120,Natural look filter,I love this filter. Why you deleted??? Please let it back to the filter gallery!!!!!!
2023-12-03 15:33:17-07:00,5,Lee-Ann PE,Thank you,Best photo app available!!
2023-12-01 04:20:23-07:00,5,Helen ferrer,A+,Excellent application to fix defects and improve your beauty.  Thanks thanks  👍🏻👍🏻👍🏻👍🏻
2023-11-30 07:18:08-07:00,5,Gatitoleito,Perfecto,Perfect imagen
2023-11-27 16:50:55-07:00,1,leenisaqueen,Do not download,"If you want to waste money on creating an AI avatar that looks absolutely nothing like you, go ahead. I paid for it twice. After the first set looked nothing like the person I said ok maybe just the pictures. Turned in completely new pictures and still, nothing like her. My daughter has curly hair and because of that they made her skin tone dark."
2023-11-27 10:09:21-07:00,5,KillSchott,I love this app!,"Easy to use, easy to edit and great backgrounds!"
2023-11-27 08:12:49-07:00,1,MlKToastwaffles,Another garbage subscription app,Trash - all subscription apps are a scam
2023-11-26 19:44:06-07:00,5,Cantinfla0,Wow app blew me away,No talent necessary. Just some creativity. Have some fun and get to work. You’ll love all you can do with your photosz
2023-11-19 18:57:33-07:00,1,John7777777&$,Worthless.,Want to see if it even works? Or completed the task you have at hand? Too bad. Pay to even access the app. Don’t waste your time.
2023-11-18 16:02:56-07:00,5,Mariposayeguasalvaje,Buenísima aplicación,"Fácil de usar , las fotos quedan hermosas y naturales, gracias"
2023-11-16 06:55:45-07:00,4,LatinaYogini,Disappointing,"I’ve been using this app for over a year. It has worked well but today it’s not working at all. I have a FULLY PAID 1 year subscription and I still can not get the app to work. I have no idea where to go for help. I tried every menu and app support but I didn’t find help. I also use their makeup app and it is not working. It might be user error but how will I know that without some info, FAQ page, or support page?? I have no choice but to cancel my subscription and purchase a different editing app."
2023-11-15 10:54:23-07:00,1,IRISH DANCER!❤️✨,THIS APP IS HORRIBLE,i got this app bc a lot of my friends had it. it took up a lot of my space so now my phone lags sooo much even though i deleted it not only that but the editing features not work but its a hole social media platform that i just stumbled upon! there was no advertising on it and my mom even looked it up. and thats VERY sneaky. and on top of all of that a lot of the stuff people post or say in “dms” are HORRIBLE and there little kids on here and im only 13 and the stuff i saw was horrible. just yesterday i deleted and reported the app bc its not a good app. yall plz dont let your kids get it its a horrible app its for your own good.
2023-11-14 16:29:07-07:00,4,brandy🦋,Help I’m locked out,"Hi, I’ve been a customer for years. I buy the yearly subscription because I really love this app but I got a new phone a couple of weeks ago and it won’t let me restore my purchase."
2023-11-12 16:43:34-07:00,1,ppylo917,Seems very questionable and outrageous charges,Why they automatically charge for a full year during trial period?
2023-11-10 15:43:01-07:00,3,Cam2013!,Pretty good 👍,This app  isnt bad 👎but i wouldn't recomend
2023-11-10 14:44:35-07:00,3,🫣Jymv2,Desmejorado,"Una aplicación de mis favoritas, pero, desmejoraron mucho al limitar algunas herramientas gratis. Lamentablemente"
2023-11-08 07:01:05-07:00,1,LaulalaO,Deeply Disappointed by Racial Bias in Ai YouCam,"Rating: ★☆☆☆☆

I recently downloaded the Ai YouCam photo editing app, hoping to enhance my photos and have some fun with the various filters and effects. However, I was deeply disappointed and offended by the racial bias that seems to be ingrained in the app's AI.

Every time I used the app, it would alter my appearance to resemble either an Asian or a white person. It consistently added straight hair to my photos, completely disregarding my natural curls. Moreover, the app consistently lightened my skin tone, which I found extremely offensive.

It appears that the AI in this app is programmed to adhere to white-centric and Asian beauty standards, completely ignoring the beauty and diversity of other races and ethnicities. This is not only disappointing but also deeply problematic, as it perpetuates harmful stereotypes and biases.

The developers of this app need to address this issue immediately. It's 2023. 

The app also seems to have a limited understanding of diverse facial features. It consistently altered my selfie to fit a more Eurocentric or Asian standard. This is not only offensive but also a gross misrepresentation of global beauty standards. My “selfie” did not look remotely close to me. 

Moreover, the app lacks options for different hair textures. It always defaults to straight hair, completely ignoring the beauty of curly, coily, or wavy hair types that are prevalent in various ethnic groups. This is a clear indication of the app's bias towards certain beauty standards, which is highly problematic.

The skin lightening feature is another glaring issue. It seems to promote the harmful notion that lighter skin is more desirable, which is a deeply rooted issue in many societies. This feature perpetuates colorism, a form of discrimination based on skin color, which is already a significant problem worldwide.

In conclusion, the Ai YouCam photo editing app is not inclusive and does not cater to the diverse beauty standards that exist globally. It is essential for the developers to address these issues and ensure that their app is representative of all users, regardless of their race or ethnicity. Until then, I cannot recommend this app to anyone who values diversity and inclusivity."
2023-11-06 15:02:14-07:00,1,Shiea,Outrageous charges,"Why are you guys charging to access the app you can’t even do the basics without paying? Wow that’ll run off customers.
Or is it a Bug??? Can’t upload pics please fix!"
2023-11-04 19:59:39-07:00,1,Zenocracy,Terrible as of late!,"Used to be really good but I just purchased another year of subscription and am utterly disappointed! Most of the features don’t work! The moment you try to use them, it wants to download something. But it doesn’t! No matter if phone is on Wi-Fi or cellular! It just is CRAP! Do better!"
2023-11-04 07:25:12-07:00,5,EdenShea,Pretty cool app,I just recently got this app but I am still learning and I like it.
2023-11-03 18:28:53-07:00,1,Gaddiel359Polito396,No funciona,La opción para adelgazar no funciona y estoy pagando la opción premium
2023-11-02 10:49:34-07:00,1,Tre Lb.,Rip off,"The features of the app did not do what I needed to do. Can’t even do a face swap with any type of ease.  Also, it charged me for the subscription before my free month was even over. Boo shame on you guys I want to refund."
2023-11-02 01:13:28-07:00,1,Jeanbunbun,Keeps crashing,"Seemed good at first, but now it seems unstable and crashes even when loading! Fix this please!"
2023-11-02 01:05:17-07:00,1,Helllllllooooo8109,App crashing,"I bought the subscription, the app keeps crashing it won’t stay open"
2023-11-01 22:37:36-07:00,1,kprigm,It keeps crashing,With the new update it crashes as soon as it starts up. So so not happy. This was my fav app
2023-11-01 22:36:37-07:00,1,G.k.nizzle423,FIX YOUR APP,I literally paid money because I was tired of the ads and wanted to use premium features but now the app just crashes every time I open it. How can you take people’s money with an app that doesn’t even work???
2023-11-01 22:35:21-07:00,1,kivi2511,Falla app,"Está fallando la app ? No
Permite usarla"
2023-11-01 21:45:39-07:00,2,Bonbon!11,App not working,App keeps crashing.
2023-11-01 21:17:21-07:00,2,Novice IG Expert,"Glitchy since update. Great, when it works…","I love this app, but since the recent update, I can’t even open it because it keeps crashing. I’m also a paid subscriber. I’ve tried everything: reinstalling the app, closing other apps, restarting my iPhone. Nothing works. The next step will be for me to cancel my subscription. It’s too bad because I love(d) this app and felt it was well worth my money."
2023-11-01 20:27:25-07:00,5,linamariao,"After the update, I’m unable to use the app.","After the update, I’m unable to use the app. I open it and it closes right away. I haven’t changed the settings and they look okay to me. Monthly subscription is paid Thanks for your help!"
2023-11-01 20:23:34-07:00,2,kattsaldano,Used to be good,Keeps shutting down
2023-11-01 19:52:56-07:00,1,I am so curious,App keeps closing,I did a trial but now it won’t open and I’m nervous it’s going to charge me because I can’t get in the app to unsubscribe. Everyone I try to open it it closes?
2023-10-29 15:15:58-07:00,5,StarBight,already reach the limit today,This app is great but it's annoying when you have to pay for everything to be/get unlock | seriously I thought everything on this app was only for FREE until you have pay for certain things (fix this app where everything is free and enjoyable please)
2023-10-28 08:27:48-07:00,1,AngieJodoinB,the recording does not work,"the app does not work well recording, it is very bad"
2023-10-24 10:16:22-07:00,4,Msfitness8137,So far so good,"Just downloaded this app a few hours ago, and do like the features I see so far, but when I go to save the picture it crashes hoping it’s just a quick fix not sure what to do"
2023-10-23 22:00:30-07:00,2,QQStatic,not worth the money,"installed it for a stupid vintage affect, made me pay $37 for pro, as soon as I bought it, first image I tried editing, instantly crashed. Rebooted everything, now the stupid effects won’t even appear. Just a broken app that takes money just for it to glitch. I mean, cool effects that I didn’t get to use, I guess?"
2023-10-17 21:27:42-07:00,5,Amazona04,Mi pequeña Ángel Nazareth,♥️😘
2023-10-17 16:34:36-07:00,5,Mgails,Easy enough,This was easy to use- stickers easy
2023-10-14 18:18:41-07:00,5,Jergen-baby Johnson,"Easy to use, none of the typical frustrations","Easy to use. I really enjoy taking my photos to the edge in editing, then stepping across it. This software makes it so easy. Others can be frustrating, often forcing me to start over from the begging. Years ago at a Galen Rowell seminar, before computers and digital editing, he talked about why it was ok to use filters. He said you want to present your image the way you saw it in your brain, not just the way film captured it. I see colors other don’t get excited by, so I edit. What I show is what I felt."
2023-10-14 10:09:26-07:00,1,stvrtrout,Poor,"Had to fight through their stupid content suggestions to get to the image editor, which is the same as everyone else’s. Nothing special. Then had to wrangle stupid saving options that weren’t intuitive. Cancelled the free trial immediately."
2023-10-12 06:15:12-07:00,1,Yerandizv,Horrible,It’s too hard to do it. It should be a lot easier
2023-10-10 07:36:25-07:00,5,SKB Brizer,Fun,Perfect for doing Halloween Thanksgiving and Christmas pictures
2023-10-08 18:46:50-07:00,5,Mela Jo,Exactly what I was looking for!,I was trying to find a simple editing app to blur a background. This delivered that and so much MORE!
2023-10-05 10:35:36-07:00,5,marypoetisa,Maravilloso trabajo!!,😘😘😘😘😘
2023-10-03 23:42:51-07:00,3,Hlw344,Ai features are crap,"Good app for basic editing. But don’t purchase their new ai crap. It’s crap. For some reason they added a nun look each time and made me have a British man haircut with blonde hair. I’m brunette with medium length hair, and not a nun. Waste of money."
2023-09-30 20:39:09-07:00,5,tul@z@r*,Fotos lindas,Excelente me gusta mucho
2023-09-29 08:05:15-07:00,1,Cythiaann,WHAT DID Y’ALL DO?!,"I have used this app for years and absolutely loved it, you could do so much and had so many cool options to choose from I would spend hours up-loading photos, but I took a break from everything and came after about a year and when I got on here I was not just very upset but shocked!! You literally have to PAY FOR EVERYTHING and what you don’t have to pay for is so limited you can hardly do anything, and it’s CONSTANTLY asking you to join premium package. The ( It’s Free) is completely false and before you type an answer back, if I even get one, please do not tell me that’s there’s plenty of choices that’s free because no there is not!!! I would have more respect for you if you were just upfront and honest instead of lying and it’s the ones like this one is the reason I DO NOT keep my bank info on anything! I will be deleting now!!!! AKA… DO NOT WASTE YOUR TIME"
2023-09-28 07:05:59-07:00,4,Sravs2617,App got hanged and not working,"I’ve been using YouCam perfect from last few years, it’s my fav photo app, I subscribed it for annually, from last one week I am not able to edit anything the app is getting struck. I tried to uninstall and install but it’s the same."
2023-09-24 23:40:12-07:00,5,iyfugcjgcj,Best all in one photo editing,"I've used photo leap and ps and I always have to switch to take out the background or the ai isn't good enough or the animation is crappy but with this app, it's all seem-less. Going to download it to my ipad pro asap"
2023-09-24 17:44:28-07:00,1,Maxisdone,Unusable without paying,"Ads will block you out after editing one photo, total garbage"
2023-09-23 19:09:42-07:00,4,waïmard,Pierre,Bougeoir
2023-09-23 02:40:00-07:00,5,ReginaG86,Great for removing things from the background!,Easy to use and accurate removal of unwanted things in the background
2023-09-23 00:31:46-07:00,5,Mr-BLaCk1,Awesome 👍,"Nice and easy to use, I love it because being a free app you have access to many thingsand also has many editing tools, stickers and more all in one place ""You Cam Perfect"""
2023-09-21 08:57:24-07:00,5,DonMatteo2022,Awesome,Protect feature is awesome. Edit your pic like 2k characters. Very advanced tools on a phone
2023-09-19 06:52:03-07:00,4,solo trf,Nice 👍,Good app
2023-09-18 09:51:07-07:00,5,FabbyDC6,Con textura y ❣️,Después de muchos años me animé a seguir en lo mío 🇵🇪😍
2023-09-17 10:08:11-07:00,3,Sofine4321,App review,Too much advertisement. It is beyond intrusive but the app itself is very helpful with nice functions.
2023-09-16 14:19:07-07:00,1,crebgnvfvhbdnibhtrdffy,Es mala,Esta aplicación cuando vas a ira cámara en unos minutos redase la ubicasion no la prueven
2023-09-14 19:20:55-07:00,5,Mili1291,Excelente aplicación,Espectácular
2023-09-11 22:44:51-07:00,5,QuantTrader,Likely The Best Photo Editor App,"Awesome set of features. The preset functions are both extensive as well as very accurate. Minimal distortion. Minimal artifacting. This along with FaceApp will meet 95% of all pic editing needs you have. For things like beard darkening, AI avatars & object removal, find a more Generative-AI focused app."
2023-09-06 11:12:08-07:00,5,JoaniePNW,Great Collage Options,I have been having so much fun trying out the different collage options! I also tried the pet avatars but only liked a handful of them. It would be great to be able to add whether your pet is male or female so the appropriate outfits would be chosen.
2023-09-03 11:09:58-07:00,5,beachito,Excelente aplicación 🫶🏻,Me encanta
2023-08-30 08:22:52-07:00,5,cherokee1971,Beautiful pictures,I love
2023-08-29 22:16:13-07:00,2,Alissa Kamalodeen,PREMIUM,Just when I first started the app and I just removed ONE thing from ONE picture they said to sign up for premium and I couldn’t even screenshot it either. JUST TO REMOVE ONE THING.
2023-08-29 12:50:56-07:00,1,gailshell,Useless features,I have a vip year subscription and this is the biggest waste of money ever! Their features hardly work ever. They work about 20-30% of the time at best. So disappointed. You can’t get their clothes feature to work because it won’t recognize them no matter how well y out follow the instructions. Not even worth it. Such a ripoff!!!!!!
2023-08-23 18:48:59-07:00,5,cindi's pics😊,Easy,Photo editing was easy still learning but having fun!!
2023-08-21 21:58:14-07:00,5,DBF576,What a Wonderfull Item to find,I was hoping to find a simple and easy way to modify pictures for posters. This really filled the need. It was straightforward to use and the results are great. Well worth using
2023-08-20 17:14:12-07:00,1,OaklandCA7,Subscribe monthly trap,"Step 1 Must create account w email. Step 2:
Find out must subscribe monthly. Didn’t even get to test drive. I want my account deleted, (not just delete from my phone) but App doesn’t give this option, or it’s buried deep. SMH"
2023-08-18 12:18:00-07:00,5,Jerri’s salon,After school,Love this app!!
2023-08-18 10:38:05-07:00,1,Bighonkin,Classic bait and switch. NOT FREE!!!,NOT FREE
2023-08-16 22:38:51-07:00,1,RealDD801,Another falsely advertised app!,"This is another app, that falsely advertises it is free. Not only is it not free, it is a subscription based app. And I refuse to use those, period. Beyond that, it wants you to make a profile with a ton of personal info to use it! Stay away, stay FAR AWAY! The positive reviews on here are likely mostly fake reviews."
2023-08-14 14:11:37-07:00,5,KStanley0920,Great App,You can really delete what you want from a picture. I love it
2023-08-14 12:09:36-07:00,1,alna fr,Doesn’t let you save without being on premium,You can’t save it or take a screenshot without being premium. Hate it!
2023-08-08 13:46:03-07:00,4,Eliz1967,Could be better,I like this program and I find it to be very useful. The only problem I have with it it’s like at every turn there trying to get me to buy something. I’ve already purchased the program and I hate that when I’m trying to make a video and edit it I’m always like an interrupted with prompts to get me to buy something else. It’s really annoying.
2023-07-30 03:31:29-07:00,1,TButterfly313,DECEPTIVE ABOUT PRICE!!,I’ve had this app downloaded on my iPhone for over a year but recently I signed up for the subscription to use some of the premium features…I started with the free trial and signed up for the MONTHLY subscription for 2 dollars and change a month plan after the free trial. Well on day 8 I was charged over $30 for a whole year! I would never pay for a app that I hardly use for a whole year. When I first signed up for this I made sure to do the monthly plan and was still charged for a year upfront! This is very misleading and deceptive pricing. Had to go through my bank to get my money back! NEVER AGAIN
2023-07-24 11:33:29-07:00,1,Boner-Fist,Just use MSPaint,An app that wants to charge you money for basic functions is a trash app
2023-07-24 08:14:03-07:00,1,kgggggg8888,Not Free - SCAM,This is a scam. It is advertised as free and makes you go through a bunch of hurdles to edit the photo then won’t let you til you pay
2023-07-23 15:40:18-07:00,1,MistyRae29,Background removal is trash,I bought this to remove a photobomber from a cute selfie at Universal Studios. I had to pay to get the “free trial” and then the background removal tool was awful. Distorted me (as the photobomber was close) and did not create a usable selfie. Immediately canceled the free trial/subscription.
2023-07-23 05:48:12-07:00,1,Dolly Mom 73,Not true free,"The ad said free object removal and when you use it it says you are using a premium feature and if you save it it takes you to where you have option to choose monthly or yearly payment. Even if you hit save, it refuses to do so. Why does apple let these apps get away with false info and what ever happened to putting that it costs or at least free trial on all that charge?"
2023-07-18 14:28:12-07:00,5,J.adalita,Best app,Best app
2023-07-10 18:57:11-07:00,1,chicagoappuzer,Trap membership,They make is really hard for you to delete the account so keep that in your mind…
2023-07-10 12:46:48-07:00,1,finklyndria,I HATE IT,I have been this close to editing something and it takes half and hour and the app will crash. I work on outlining things with the crop setting four times on one picture and the stupid app crashes everytime. App itself would be amazing if it wasn’t so poorly developed that it crashes every time it’s being used for its intended purpose
2023-07-08 20:10:04-07:00,2,NadiaIdeozu,Takes forever to use,I love this selfie app and used to take all my selfies with it. But over the years it seems to have gotten slower and slower. I have trouble with this app when I’m not having trouble with anything else on my phone. Just opening a photo will have me waiting forever. The app often crashes while I’m waiting too. Sometimes I lose my progress on edits waiting for different feature to load. I’m thinking of switching to a different selfie app.
2023-07-05 18:24:07-07:00,5,just…zoey,It’s actually really good,"I’ve seen someone else use this app before so I decided to try it out and it’s actually really good, I love it"
2023-07-04 11:52:41-07:00,3,GriffinDR,Where did it go?,They took away features I’d previously been able to use with no warning at all. It wasn’t a cheap app. I’m really annoyed about it.
2023-06-30 10:34:22-07:00,2,PolarBearAnimations,Problem,"I love the app, but what disappoints me is that I need a subscription to remove the background."
2023-06-30 05:51:04-07:00,5,RabbiGloiber,🥰 Amei 🥰,🥰Amei 🥰
2023-06-29 18:36:37-07:00,5,musicisaweaponband.com,Best app ever!!,Just download it now. it’s the best app ever I have all of them 5 star app
2023-06-29 08:52:14-07:00,5,el osito 75,Perfecto excelente muy vien,Niks
2023-06-27 21:20:19-07:00,1,meshoop,Bad do not download,Bad app
2023-06-25 18:09:00-07:00,5,LashundaC,I Love YouCam Perfect,I have been using youcam for a couple of years now and I think it’s the best selfie app ever!!  Try it!  You won’t be disappointed!
2023-06-24 16:45:39-07:00,5,xmonm,Excelente,En realidad me fascina
2023-06-23 16:29:28-07:00,5,/93,⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,💯✅
2023-06-22 06:42:46-07:00,5,Chedshorrorfilm,Best app,There’s no doubt that this is one of the best photo editing apps I’ve ever worked with. Very accurate and precise retouching images. Definitely recommended.
2023-06-20 16:43:32-07:00,5,dgrabani,Great app,"Great app, amazing picks"
2023-06-19 09:49:08-07:00,1,Tony Moriconi,Everything IS PAID,"They advertise all this fun and cool stuff… BARELY AN EIGHTH OF IT IS FREE!!! Hey developers, nobody wants to spend their money on garbage that you can get for free on ANY other app! Do NOT leave some cheeky, way-too-positive STUPID reply that ignores the core problem: that you are a GREEDY, MISLEADING PIECE OF ****!!!!"
2023-06-16 08:43:07-07:00,1,Not Possible Scam,STOLE MY MONEY!!,"I purchased the animal avatar pack and uploaded several really good photos of my dogs face and I followed instructions to the T! Well, I got 100 photos that look nothing like my dog and they are all different breeds. They’ve got corgis, wiener dogs, pit bulls, nothing resembled my dog AND it looked like stock images NOT AI created. What a rip off."
2023-06-14 23:50:07-07:00,5,Hott tramp,So so photos turned fleeeek,I swear I can make any photo look fantastic with this app!
2023-06-14 15:46:00-07:00,1,Yffumffum,This app will steal your info,Right after signing up for a free trial of this app I started receiving emails from Apple about someone viewing my purchase history. Immediately canceled subscription and uninstalled app - no more emails. Apps like this are how people get hacked. Photo editing was great.
2023-06-14 07:00:30-07:00,5,groovym123,Thank you for making an amazing app,Your app always brightens my day
2023-06-10 11:37:32-07:00,5,Chavicar,Amazing!!!,Today is my daughter’s Birthday and I’m using this for the first time. We love this app!!
2023-06-08 07:56:35-07:00,1,shakespearenerd17,Terrible App,"This app offers nothing, is filled with garbage that looks like it’s from the internet during 2000. Just use something else."
2023-06-07 17:18:12-07:00,1,Xaigaa,Pay pay pay,Every little thing is a premium feature. So many ads and so many pop ups forcing you to pay. It’s annoying.
2023-06-05 19:36:39-07:00,5,Lax_78,Art,Awesome app I don’t regret spending cash on this app it’s fun make ur pictures look cool😀
2023-05-31 19:06:40-07:00,1,bill47424,Forces you to pay,"I wanted to remove part of a picture. They have a feature that does it but it’s it says it’s a premium feature. It will not let you save your edit, unless you sign up for a monthly premium."
2023-05-29 12:51:38-07:00,1,ca77le,App,THIS APP IS NOT FREE!!!
2023-05-28 08:53:29-07:00,1,Morriyaaa,So bad,HORRIBLE IT SAID IT WAS AN OBJECT ERASER APP AND YOU HAVE TO HAVE PREMIUM TO ERASE STUFF DONT DOWNLOAD
2023-05-25 18:06:02-07:00,1,MyTruAppReview,False advertisement,"Advertises as “best free object remover,” but charges a subscription."
2023-05-24 09:41:34-07:00,5,MarkCC,Excellent for resizing to vertical (TikTok) format,I haven’t tried any of the other features but resizing photos to a vertical format has allowed me to use many other photos in my personal collection. I’m looking forward to seeing what else I can do with this fantastic app!
2023-05-23 15:09:19-07:00,5,Brigante correa,Nice jebi love,Nice very good
2023-05-17 08:36:41-07:00,5,Xtinalauren,Amazing for Small Biz Owners!,"I have never been very comfortable with posting on social media or even taking photos. I recently started my own company and now I need to post on social media daily to promote. This app has made that so incredibly effortless and so much more FUN than I could’ve ever imagined! You can edit the lighting, etc but they also have cool features with the premium version so you can remove objects and play with different AI filters and backgrounds. 10/10 recommend purchasing the premium it’s a tiny investment for a huge payout!"
2023-05-14 16:48:38-07:00,1,gbabyice03,"Waste of time, don’t install",App is a joke. Almost everything used to be free and now they decided to lock 90% of the app and it’s only useful feature behind a subscription. I hate these money hungry companies forcing you to buy subscriptions as soon as the app starts taking off. Shouldn’t even be having to pay for these features in the first place
2023-05-10 07:34:27-07:00,1,RossyyRoss,😡NOT HAPPY- FREE TRIAL IS NOT FREE 😡,"Not happy with this app, I canceled my subscription way before the free trial ended and they still charged me $32.99 ...
Don't do the FREE trial if you think you won’t get the app, you are gonna end up paying for the whole year anyway. this is a SCAM.
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡"
2023-05-09 12:35:11-07:00,1,Marstenpup,Very shady,"All of the “new features” which are highlighted all over the app (such as avatars and Ai editing/repairing), turn out to be not new features at all, but other apps they want you to pay for. It’s a minefield where you will constantly be pressing buttons you aren’t allowed to press EVEN IF YOU USE THE PRO VERSION. Then it asks you to download more apps and watch ads. Very deceptive in my opinion. I am already a Pro member, do not tell me about all these new features inside the app if that’s a lie and I’m supposed to pay again."
2023-05-06 17:35:03-07:00,1,lololoploll,Cant restore $32.99 purchase ?,I get charged everytime for the yearly plan can’t even use it what a joke had this app for years lost a long customer
2023-05-05 03:09:59-07:00,5,Dragonfly Lady,Love App,I absolutely love this app. It’s perfect to just touch up your pics without making you look like a totally different person
2023-05-02 18:39:59-07:00,5,pagethestars,😤🤥🤥😥😶,Kxk
2023-04-28 05:05:56-07:00,5,Mimi Oui,You Cam is a very good app for many Artist.,"Love this app, and I can learn more every time I use it!  Love this!"
2023-04-27 05:51:17-07:00,1,MiaTigerOh,Money,"This app is horrible. It is a total rip off so I advise you to not download it because it will just waste your time. First of all, I only downloaded this app because I needed to remove some people out of a really nice photo and it didn’t even let me do that! In order to do that you have to pay money and once I did it didn’t even look good! So then I wanted to give it a second try with making a comic with my best friend and it made me waste ten minutes finding photos and then…
I had to pay for that too! I don’t want to pay anything to edit my photos. But while the removal and comic video was horrible and a rip off there is one thing that I like. I liked the fact that you could make posters out of photos. But overall this app is a rip of and a scam. Instead of wasting your time on this app, I recommend TouchRetouch. Unlike this app it is a one time purchase for only $4.00 so its worth it."
2023-04-24 21:35:24-07:00,1,ZombiKiller121,Not free,Not free
2023-04-22 06:30:38-07:00,5,CALI 232,Great app,I was looking at what I could do without the subscription and I love it 😻
2023-04-22 01:45:16-07:00,1,tennessee1978,👎🏾,Took my money from me canceling during a free trial after it clearly stated I would be charged after the free trial. Sorry I wasn't interested within the first hour so I cancelled and they still took my money
2023-04-21 14:15:47-07:00,1,wpb818,Too expensive and too inrusive!!!,Too expensive and too inrusive!!!
2023-04-17 12:01:02-07:00,2,Lillyana_01,Mid,"Mid but it should be free, except it won’t let you do it to all faces just the random one it says"
2023-04-17 10:05:05-07:00,5,Gilbert286,Excelente,Buenas ampliación cumple con su cometido
2023-04-15 08:31:45-07:00,5,ingjulluk,Love It!! Best photo editor ever! I have used this one exclusively for years.,Great app!
2023-04-06 08:20:37-07:00,5,#1 Ms. Toni,Edits made easy,This is the simplest app ever
2023-04-06 06:08:05-07:00,5,Pritam khunte,Please,Full support please
